{'position': {'x': 571.127625, 'y': 58.056931, 'z': -4225.402344}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1944.941162, 'y': 49.230766, 'z': -3864.897217}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1696.932129, 'y': 49.230766, 'z': -3979.656494}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1888.552002, 'y': 49.230766, 'z': -3896.639404}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1516.149536, 'y': 49.230766, 'z': -4123.259766}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1004.586853, 'y': 106.238174, 'z': -4618.228027}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1174.9823, 'y': 49.230766, 'z': -3673.255615}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1144.509399, 'y': 49.230766, 'z': -3754.736084}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1264.712891, 'y': 49.230766, 'z': -3933.175293}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1596.255737, 'y': 49.230766, 'z': -3918.896729}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1998.582764, 'y': 148.893555, 'z': -4081.717773}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1786.57605, 'y': 49.230766, 'z': -3900.793945}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1156.674683, 'y': 49.230766, 'z': -3754.732422}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1628.8302, 'y': 131.920044, 'z': -4354.615234}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 518.218811, 'y': 27.0, 'z': -3511.770752}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 18}
{'position': {'x': 576.84491, 'y': 65.860764, 'z': -3865.725586}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1764.71521, 'y': 49.230766, 'z': -4010.259033}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1540.116577, 'y': 49.230766, 'z': -3755.081299}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 578.19397, 'y': 27.0, 'z': -4026.077393}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 18}
{'position': {'x': 1972.020752, 'y': 52.709496, 'z': -3994.347168}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1905.837646, 'y': 49.230766, 'z': -3843.604736}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1344.081299, 'y': 49.230766, 'z': -3655.148682}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1303.793701, 'y': 49.230766, 'z': -4150.861816}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1857.365112, 'y': 49.230766, 'z': -3916.454102}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1852.730713, 'y': 49.230766, 'z': -4028.804932}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 610.377686, 'y': 52.701935, 'z': -3638.565918}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 683.020203, 'y': 49.230774, 'z': -4006.265381}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1043.198608, 'y': 49.230766, 'z': -4111.128906}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1139.612061, 'y': 49.230766, 'z': -4173.895996}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1371.796631, 'y': 49.230766, 'z': -3687.708984}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1596.733887, 'y': 49.230766, 'z': -4287.343262}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1263.71582, 'y': 49.230766, 'z': -3877.351318}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1798.679688, 'y': 49.230766, 'z': -4088.932617}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1165.935303, 'y': 49.230766, 'z': -3963.683105}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1154.921997, 'y': 49.230766, 'z': -3734.087402}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 814.975464, 'y': 74.227013, 'z': -3473.127441}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1692.59082, 'y': 103.617226, 'z': -3631.248779}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'ruins', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 652.186646, 'y': 55.515621, 'z': -4077.907715}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 683.602173, 'y': 55.004684, 'z': -4044.690674}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1740.552368, 'y': 49.230766, 'z': -4162.252441}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1428.227905, 'y': 49.230766, 'z': -3688.117676}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1735.210571, 'y': 49.230766, 'z': -3934.601318}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1736.506104, 'y': 105.546326, 'z': -3651.864502}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1769.903564, 'y': 101.960411, 'z': -3606.189697}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1665.915405, 'y': 49.230766, 'z': -3931.678955}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1515.420166, 'y': 139.356628, 'z': -4557.770996}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 18}
{'position': {'x': 1136.255005, 'y': 49.230766, 'z': -3814.429443}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1939.05896, 'y': 49.692001, 'z': -4010.200439}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'suna_sabaku', 'area_no': 18}
{'position': {'x': 1139.625977, 'y': 49.230766, 'z': -3859.469482}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 799.201233, 'y': 49.230766, 'z': -3823.550049}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1664.264282, 'y': 49.230766, 'z': -3896.617676}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1285.998169, 'y': 67.095863, 'z': -3570.028564}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 650.463501, 'y': 60.076973, 'z': -4346.354492}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1748.767822, 'y': 49.230766, 'z': -4147.75293}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1596.915405, 'y': 100.276436, 'z': -3545.36084}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1574.613892, 'y': 49.230766, 'z': -4182.418457}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1363.719482, 'y': 53.990368, 'z': -3754.735596}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1175.69873, 'y': 106.887321, 'z': -4678.658691}, 'level_range': {'x': 54.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1450.945435, 'y': 108.712936, 'z': -4370.876953}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1256.824463, 'y': 49.230766, 'z': -3623.858887}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1483.133301, 'y': 49.230766, 'z': -4121.582031}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1917.814697, 'y': 139.392181, 'z': -4093.765869}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 946.227051, 'y': 103.457085, 'z': -4518.725098}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1458.868408, 'y': 49.230766, 'z': -3872.934814}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1297.307007, 'y': 49.230766, 'z': -3704.324707}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 828.061707, 'y': 49.230766, 'z': -3873.416748}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1894.860352, 'y': 95.723877, 'z': -3787.291016}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1713.47937, 'y': 103.728279, 'z': -3701.288818}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 808.730225, 'y': 49.230766, 'z': -3778.197754}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1112.905273, 'y': 49.230766, 'z': -3996.962646}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 945.574524, 'y': 49.994411, 'z': -4018.04248}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1379.680176, 'y': 49.230766, 'z': -4262.075195}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1911.068604, 'y': 120.114929, 'z': -3607.11499}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1310.928223, 'y': 116.126472, 'z': -4377.531738}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1943.315796, 'y': 144.232422, 'z': -4082.786865}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1441.943237, 'y': 49.230766, 'z': -4099.852051}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1638.614502, 'y': 102.793045, 'z': -3628.374756}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1430.385986, 'y': 49.230766, 'z': -4169.880371}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1144.817627, 'y': 49.230766, 'z': -4080.556885}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1416.94519, 'y': 49.230766, 'z': -3900.305176}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1636.774292, 'y': 135.006195, 'z': -4376.463867}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1499.546265, 'y': 49.230766, 'z': -3838.892578}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1311.973389, 'y': 73.415405, 'z': -3561.087891}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1629.445557, 'y': 49.230766, 'z': -3799.279297}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1233.720459, 'y': 70.428474, 'z': -3440.000732}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1872.072021, 'y': 49.230766, 'z': -3971.161621}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1414.58374, 'y': 49.230766, 'z': -3691.353027}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 794.888123, 'y': 61.405113, 'z': -4268.20166}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 2046.303467, 'y': 203.760544, 'z': -4115.692871}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1513.902222, 'y': 98.202507, 'z': -3522.461426}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1428.199219, 'y': 49.230766, 'z': -4094.873291}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1616.42041, 'y': 104.058861, 'z': -3656.857178}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1914.091309, 'y': 49.230766, 'z': -3887.363037}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 2035.101074, 'y': 62.542118, 'z': -3856.845947}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 908.170288, 'y': 102.520432, 'z': -4469.71875}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 2023.96228, 'y': 149.092346, 'z': -3668.976318}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1223.392456, 'y': 49.230766, 'z': -3875.349365}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 915.383972, 'y': 104.200851, 'z': -4494.091797}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1714.22876, 'y': 49.230766, 'z': -4029.368652}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 846.161987, 'y': 100.576859, 'z': -4451.705078}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 982.490356, 'y': 99.716797, 'z': -4501.102051}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1419.427612, 'y': 49.230766, 'z': -4286.592773}, 'level_range': {'x': 51.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 791.494995, 'y': 76.751434, 'z': -4327.947754}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1444.0448, 'y': 106.75856, 'z': -4610.592285}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1180.813721, 'y': 68.414131, 'z': -3439.787598}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 981.953979, 'y': 49.230766, 'z': -3854.249756}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1454.088867, 'y': 60.430286, 'z': -3988.23584}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1770.373047, 'y': 49.230766, 'z': -3912.755371}, 'level_range': {'x': 50.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1227.042969, 'y': 49.230766, 'z': -4363.327637}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1080.639648, 'y': 102.585426, 'z': -4434.768066}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1174.670654, 'y': 49.230766, 'z': -3861.401367}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1519.511108, 'y': 49.230766, 'z': -3912.984375}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1761.44397, 'y': 49.230766, 'z': -4128.617676}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1283.986694, 'y': 49.230766, 'z': -3618.100342}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1395.60791, 'y': 49.230766, 'z': -3692.096191}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1390.8927, 'y': 49.230766, 'z': -3795.06543}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1117.895386, 'y': 49.230766, 'z': -4103.931152}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1565.293579, 'y': 49.230766, 'z': -3814.68042}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1325.282959, 'y': 49.230766, 'z': -4111.958008}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1781.861328, 'y': 103.747574, 'z': -3662.079834}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1499.885986, 'y': 49.230766, 'z': -3694.084473}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 753.452209, 'y': 71.472725, 'z': -3468.309082}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1918.790039, 'y': 49.230766, 'z': -4000.257568}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 928.622314, 'y': 49.230766, 'z': -4066.554688}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1720.116821, 'y': 103.70224, 'z': -3641.497803}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 756.888855, 'y': 94.844528, 'z': -4427.952148}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
{'position': {'x': 1660.755127, 'y': 49.230766, 'z': -3845.396484}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1995.082031, 'y': 49.230766, 'z': -3916.34668}, 'level_range': {'x': 51.0, 'y': 54.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1246.536865, 'y': 49.230766, 'z': -3948.773682}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 724.4104, 'y': 59.29044, 'z': -4237.771973}, 'level_range': {'x': 52.0, 'y': 55.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1479.992554, 'y': 49.230766, 'z': -3740.038086}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 1326.663208, 'y': 49.230766, 'z': -3624.744873}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 18}
{'position': {'x': 960.571777, 'y': 99.009331, 'z': -4566.624512}, 'level_range': {'x': 53.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 18}
{'position': {'x': 1100.75061, 'y': 99.857407, 'z': -4370.047363}, 'level_range': {'x': 52.0, 'y': 56.0}, 'biome': 'forest', 'substance': 'shiba_kare', 'area_no': 18}
