{'position': {'x': 1176.920654, 'y': 148.313522, 'z': -689.335876}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1155.06958, 'y': 184.975388, 'z': -445.141083}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1263.081177, 'y': 207.172348, 'z': -299.432495}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1694.950928, 'y': 146.042801, 'z': -776.865601}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1025.090088, 'y': 149.672287, 'z': -881.37323}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1311.486084, 'y': 158.791962, 'z': -439.062073}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1040.747314, 'y': 173.614105, 'z': -410.388184}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1143.598267, 'y': 151.676239, 'z': -606.55072}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1446.794312, 'y': 159.608643, 'z': -653.602112}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1247.210327, 'y': 147.639557, 'z': -803.709106}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1492.217285, 'y': 147.778732, 'z': -540.870789}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1160.149658, 'y': 188.053833, 'z': -300.656464}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1429.444458, 'y': 148.049805, 'z': -400.104523}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1503.199219, 'y': 153.237778, 'z': -709.208496}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1161.370117, 'y': 160.227707, 'z': -530.728882}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1038.724487, 'y': 201.727814, 'z': -191.588379}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1123.66687, 'y': 188.876755, 'z': -283.14743}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1040.254883, 'y': 149.972534, 'z': -959.59967}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1218.953491, 'y': 147.461426, 'z': -700.061035}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1302.81958, 'y': 204.477585, 'z': -221.138275}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1227.567261, 'y': 167.021729, 'z': -878.670288}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1018.838013, 'y': 152.464355, 'z': -618.80426}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1133.708984, 'y': 148.477081, 'z': -711.53241}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1042.356201, 'y': 154.191391, 'z': -612.331482}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1216.259155, 'y': 172.879822, 'z': -496.292938}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1052.943481, 'y': 151.933289, 'z': -628.113708}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1087.279175, 'y': 148.061218, 'z': -678.935303}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1011.440369, 'y': 188.892776, 'z': -808.676575}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1171.723022, 'y': 160.028473, 'z': -531.349121}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1159.179077, 'y': 162.57869, 'z': -519.037842}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1314.0448, 'y': 157.790924, 'z': -970.820618}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1096.005737, 'y': 164.724258, 'z': -491.19754}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1092.307129, 'y': 169.883041, 'z': -430.386719}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1522.787842, 'y': 147.332047, 'z': -540.545105}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1008.973694, 'y': 149.254288, 'z': -635.725159}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1233.282471, 'y': 157.225723, 'z': -551.441101}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1513.404907, 'y': 154.799255, 'z': -322.612732}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1107.58252, 'y': 168.952637, 'z': -443.694305}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1048.569702, 'y': 150.847031, 'z': -636.148865}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1205.614502, 'y': 149.661484, 'z': -610.209229}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1646.596436, 'y': 143.371155, 'z': -945.465576}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1439.194092, 'y': 138.680344, 'z': -861.869873}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1133.942871, 'y': 179.386749, 'z': -890.848938}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1037.259277, 'y': 195.243729, 'z': -257.186432}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1085.786743, 'y': 149.209244, 'z': -648.798035}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1154.494385, 'y': 168.919769, 'z': -971.258362}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1407.446045, 'y': 148.328949, 'z': -537.251892}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1179.496948, 'y': 148.568634, 'z': -644.666931}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1062.852783, 'y': 192.19455, 'z': -273.133057}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1042.091797, 'y': 194.127151, 'z': -264.166412}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1267.647827, 'y': 148.896317, 'z': -644.788513}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1498.442261, 'y': 144.509048, 'z': -775.098145}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1265.115845, 'y': 206.674591, 'z': -315.52356}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1541.768677, 'y': 150.02774, 'z': -416.829834}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1332.005615, 'y': 165.088821, 'z': -632.821106}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1108.580933, 'y': 184.945267, 'z': -331.298767}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1303.707031, 'y': 149.087524, 'z': -619.533142}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1402.082153, 'y': 158.400528, 'z': -971.477478}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1288.339111, 'y': 140.130478, 'z': -771.705017}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1203.821655, 'y': 170.147781, 'z': -864.735413}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1619.415039, 'y': 139.833267, 'z': -811.741455}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1490.558716, 'y': 138.680344, 'z': -826.16626}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1297.907349, 'y': 151.288818, 'z': -838.224854}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1316.601074, 'y': 156.664688, 'z': -984.631592}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1078.40332, 'y': 161.554123, 'z': -510.449829}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1567.817139, 'y': 149.752426, 'z': -674.375916}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1382.844971, 'y': 164.316666, 'z': -695.627686}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1708.846802, 'y': 144.414215, 'z': -837.599304}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1781.748779, 'y': 146.449997, 'z': -838.157959}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1109.933838, 'y': 162.638702, 'z': -508.965363}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1134.500366, 'y': 157.66037, 'z': -543.858887}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1010.704468, 'y': 157.729904, 'z': -578.072144}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1103.199463, 'y': 168.609253, 'z': -986.923279}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1392.459229, 'y': 163.165268, 'z': -632.07666}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1047.542236, 'y': 170.401535, 'z': -497.874451}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1685.369873, 'y': 162.66861, 'z': -496.276062}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1169.700439, 'y': 205.860535, 'z': -207.256393}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1046.085938, 'y': 149.972534, 'z': -968.608704}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1140.093994, 'y': 181.142883, 'z': -838.081604}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1026.71814, 'y': 190.418121, 'z': -324.171814}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1412.393188, 'y': 164.316666, 'z': -720.497559}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1217.50708, 'y': 148.315445, 'z': -684.480774}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1016.753906, 'y': 198.049545, 'z': -252.535461}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1201.240356, 'y': 163.512421, 'z': -975.187012}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1511.378052, 'y': 153.300308, 'z': -701.005981}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1073.812866, 'y': 158.643066, 'z': -534.608276}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1414.500977, 'y': 158.517975, 'z': -962.577515}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1746.341309, 'y': 148.332901, 'z': -763.627686}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1620.094849, 'y': 145.406693, 'z': -697.061157}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1036.090332, 'y': 180.087952, 'z': -373.696289}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1391.131348, 'y': 163.000793, 'z': -617.616455}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1187.312622, 'y': 183.697372, 'z': -349.828766}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1646.098755, 'y': 150.192062, 'z': -586.723999}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1394.905029, 'y': 163.298813, 'z': -647.865784}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1587.644043, 'y': 137.680283, 'z': -882.562378}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'volcano', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1295.488892, 'y': 139.943207, 'z': -778.414307}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1435.995483, 'y': 147.87999, 'z': -479.410339}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1075.357666, 'y': 174.477325, 'z': -387.958679}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1182.780029, 'y': 148.477081, 'z': -650.709412}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1062.422729, 'y': 201.966476, 'z': -185.904602}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1254.867676, 'y': 174.338684, 'z': -448.543671}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1131.387817, 'y': 148.671051, 'z': -655.902771}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1529.475098, 'y': 148.015213, 'z': -509.097534}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1251.362549, 'y': 148.87384, 'z': -644.131287}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1504.003052, 'y': 153.531525, 'z': -704.19342}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1511.281616, 'y': 154.052155, 'z': -661.340454}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1254.923218, 'y': 161.451126, 'z': -949.0672}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1230.275146, 'y': 146.275391, 'z': -728.680969}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1694.987915, 'y': 142.424072, 'z': -909.817383}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1393.195435, 'y': 164.316666, 'z': -713.865906}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1333.966431, 'y': 149.0401, 'z': -565.010193}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1205.948975, 'y': 201.231735, 'z': -292.635071}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1182.5, 'y': 165.260513, 'z': -789.525085}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1231.858276, 'y': 160.876022, 'z': -838.083862}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1470.370361, 'y': 157.190262, 'z': -694.849487}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1064.311523, 'y': 175.006943, 'z': -394.764038}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1206.950439, 'y': 170.007263, 'z': -515.556702}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1034.369507, 'y': 157.741989, 'z': -581.130066}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1235.75708, 'y': 171.371902, 'z': -482.857544}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1081.158203, 'y': 178.899323, 'z': -357.708527}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1044.596802, 'y': 202.444016, 'z': -168.765686}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1415.072876, 'y': 148.049805, 'z': -416.562927}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1319.608765, 'y': 148.713531, 'z': -606.539001}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1439.369751, 'y': 163.103699, 'z': -917.253784}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1588.983154, 'y': 149.850662, 'z': -483.346039}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1561.295288, 'y': 150.09462, 'z': -360.270111}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1140.571655, 'y': 171.808258, 'z': -939.378418}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1440.949707, 'y': 156.470551, 'z': -757.180969}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
