{'position': {'x': 975.504028, 'y': 149.5, 'z': -1461.805176}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 971.329102, 'y': 149.5, 'z': -1600.543823}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 928.221802, 'y': 159.894043, 'z': -1364.661011}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 516.068604, 'y': 153.506714, 'z': -1509.978271}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 739.893921, 'y': 149.5, 'z': -1560.274536}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 795.361389, 'y': 149.5, 'z': -1536.036377}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 767.240112, 'y': 149.5, 'z': -1527.615234}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 973.431152, 'y': 154.986191, 'z': -1085.401611}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 222.971161, 'y': 218.920502, 'z': -1309.465942}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 925.900146, 'y': 149.5, 'z': -1713.72583}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 982.940857, 'y': 149.5, 'z': -1476.063232}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 447.439056, 'y': 198.556625, 'z': -1413.538086}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 614.869568, 'y': 149.5, 'z': -1436.437378}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 972.913208, 'y': 149.5, 'z': -1758.015625}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 818.410583, 'y': 201.926407, 'z': -1110.406006}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 857.605713, 'y': 149.5, 'z': -1701.208374}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 771.401794, 'y': 151.92485, 'z': -1317.105713}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 990.520508, 'y': 175.129013, 'z': -1308.404907}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 879.177917, 'y': 199.518036, 'z': -1299.665039}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 745.944153, 'y': 149.5, 'z': -1355.468628}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 834.072266, 'y': 149.5, 'z': -1526.791504}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 723.817871, 'y': 149.5, 'z': -1633.039185}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 951.87561, 'y': 149.5, 'z': -1158.269531}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 793.742004, 'y': 149.972534, 'z': -1396.407837}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 922.311768, 'y': 149.5, 'z': -1481.001465}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 704.985535, 'y': 149.782669, 'z': -1348.108521}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 711.684509, 'y': 149.656555, 'z': -1317.397949}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 564.423218, 'y': 290.783539, 'z': -1124.360718}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 730.520874, 'y': 149.5, 'z': -1534.862183}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 937.293518, 'y': 159.489227, 'z': -1205.166626}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 974.046753, 'y': 149.5, 'z': -1704.159912}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 682.185181, 'y': 151.450104, 'z': -1225.843994}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 876.961548, 'y': 165.052399, 'z': -1119.585938}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 924.841431, 'y': 149.5, 'z': -1777.769409}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 970.164124, 'y': 152.6987, 'z': -1094.855957}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 832.674744, 'y': 152.207657, 'z': -1452.573486}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 928.560913, 'y': 167.916336, 'z': -1732.570435}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 898.244385, 'y': 152.754532, 'z': -1146.916748}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 855.530151, 'y': 150.03299, 'z': -1378.549927}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 935.64093, 'y': 151.684738, 'z': -1167.562134}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 478.127075, 'y': 194.544785, 'z': -1466.249146}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 946.285889, 'y': 149.5, 'z': -1465.435181}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 939.194092, 'y': 151.661041, 'z': -1829.715454}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 909.803467, 'y': 149.5, 'z': -1044.255981}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 862.793274, 'y': 187.371811, 'z': -1316.031494}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 706.424683, 'y': 240.500793, 'z': -1067.206787}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 847.479614, 'y': 149.972534, 'z': -1433.300659}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 698.279724, 'y': 239.939514, 'z': -1077.785034}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 340.105042, 'y': 160.617569, 'z': -1440.946533}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 513.474548, 'y': 312.149933, 'z': -1198.264526}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 869.751465, 'y': 161.582626, 'z': -1071.175171}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 961.200012, 'y': 149.5, 'z': -1544.403564}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 720.269043, 'y': 149.5, 'z': -1315.984009}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 857.40686, 'y': 150.287338, 'z': -1383.927612}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 918.798035, 'y': 151.425308, 'z': -1803.592651}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 771.474731, 'y': 149.5, 'z': -1606.15686}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 698.28894, 'y': 151.114258, 'z': -1279.301025}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 595.0448, 'y': 149.5, 'z': -1533.110229}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 938.599792, 'y': 152.046188, 'z': -1403.618408}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 961.824951, 'y': 175.175278, 'z': -1329.813843}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 473.477936, 'y': 331.870819, 'z': -1167.125977}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 782.772888, 'y': 149.5, 'z': -1531.697998}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 514.524963, 'y': 153.408829, 'z': -1461.469849}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 776.576843, 'y': 228.950592, 'z': -1103.176514}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 683.782776, 'y': 149.5, 'z': -1410.632202}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 467.628937, 'y': 195.446548, 'z': -1458.214722}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 925.636292, 'y': 184.081802, 'z': -1295.386719}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 550.327026, 'y': 153.051392, 'z': -1623.113892}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 951.13208, 'y': 149.5, 'z': -1448.260742}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 960.33783, 'y': 149.5, 'z': -1718.460327}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 513.238281, 'y': 153.360184, 'z': -1473.171265}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 831.028442, 'y': 149.5, 'z': -1779.618652}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 828.930725, 'y': 203.246307, 'z': -1127.781738}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 879.19989, 'y': 149.5, 'z': -1423.809326}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 922.599426, 'y': 152.322861, 'z': -1836.911011}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 753.94989, 'y': 149.5, 'z': -1415.661621}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 941.119934, 'y': 149.5, 'z': -1530.210571}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 728.183228, 'y': 163.67688, 'z': -1729.43103}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 867.868042, 'y': 150.255127, 'z': -1048.260376}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 906.546082, 'y': 149.972534, 'z': -1135.230103}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 937.314819, 'y': 149.5, 'z': -1494.126953}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 776.550049, 'y': 149.5, 'z': -1802.570679}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 875.232788, 'y': 149.668259, 'z': -1435.281738}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 856.567993, 'y': 149.5, 'z': -1532.112793}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 775.247742, 'y': 149.5, 'z': -1622.179688}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 970.550293, 'y': 153.484146, 'z': -1084.070313}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 994.985413, 'y': 149.5, 'z': -1571.803711}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 752.852478, 'y': 149.5, 'z': -1437.128418}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 512.703369, 'y': 152.769516, 'z': -1534.23999}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 880.049744, 'y': 190.553192, 'z': -1344.181885}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 779.359619, 'y': 149.824402, 'z': -1548.497681}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 845.322876, 'y': 162.857788, 'z': -1669.16626}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 586.177673, 'y': 153.524658, 'z': -1331.701538}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 850.981995, 'y': 149.863785, 'z': -1433.625244}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 665.518311, 'y': 159.668854, 'z': -1480.095947}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 718.156677, 'y': 149.5, 'z': -1384.810181}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 915.959778, 'y': 149.972534, 'z': -1154.882568}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 789.720276, 'y': 149.972534, 'z': -1435.459595}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 804.947876, 'y': 205.161713, 'z': -1229.500977}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 845.023682, 'y': 206.95993, 'z': -1164.183838}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 733.070007, 'y': 149.972534, 'z': -1256.795654}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 622.199341, 'y': 150.605286, 'z': -1350.581421}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 872.165344, 'y': 149.5, 'z': -1730.459229}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 941.674683, 'y': 149.5, 'z': -1721.484863}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 876.776245, 'y': 149.5, 'z': -1730.516113}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 688.545898, 'y': 149.5, 'z': -1627.228638}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 621.255066, 'y': 150.007492, 'z': -1390.866577}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 530.146362, 'y': 153.113861, 'z': -1522.884644}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 725.265625, 'y': 153.702103, 'z': -1647.281006}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 806.500549, 'y': 149.972534, 'z': -1387.609619}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 979.408142, 'y': 149.5, 'z': -1777.60083}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 972.587585, 'y': 175.191895, 'z': -1309.286377}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 572.430969, 'y': 149.5, 'z': -1483.091309}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 847.557495, 'y': 149.5, 'z': -1534.893433}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 306.760132, 'y': 192.034286, 'z': -1434.080322}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 869.662537, 'y': 149.667297, 'z': -1427.756958}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 861.397766, 'y': 149.972534, 'z': -1013.491211}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 629.053894, 'y': 150.237823, 'z': -1421.912354}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 847.313416, 'y': 151.379807, 'z': -1462.062744}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 790.026917, 'y': 205.797089, 'z': -1215.350464}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 935.493408, 'y': 149.5, 'z': -1153.806763}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 946.651062, 'y': 207.315964, 'z': -1643.012085}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 806.480225, 'y': 150.092789, 'z': -1414.533203}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 877.249939, 'y': 189.477646, 'z': -1335.719604}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 767.896484, 'y': 168.23378, 'z': -1247.654419}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 938.821289, 'y': 149.5, 'z': -1751.178711}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 567.109375, 'y': 152.653809, 'z': -1448.215088}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 752.396362, 'y': 149.5, 'z': -1292.105469}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 643.922485, 'y': 271.370697, 'z': -1084.352661}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 771.836914, 'y': 149.5, 'z': -1481.73877}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 833.523315, 'y': 205.080521, 'z': -1232.233887}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
