{'position': {'x': 738.963806, 'y': 369.306793, 'z': -1210.239258}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 941.616333, 'y': 401.882233, 'z': -1276.316406}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1064.863647, 'y': 392.899994, 'z': -1231.762573}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 627.269531, 'y': 307.523651, 'z': -869.947327}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1013.330383, 'y': 403.157196, 'z': -1286.291016}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 705.148315, 'y': 366.553833, 'z': -1226.053223}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 634.526306, 'y': 344.700226, 'z': -1062.588623}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 575.636536, 'y': 349.333618, 'z': -1098.601685}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1218.196533, 'y': 281.38208, 'z': -1058.069824}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1264.135254, 'y': 216.361923, 'z': -1103.313477}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1222.250977, 'y': 214.798904, 'z': -1126.426392}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1239.089233, 'y': 214.914886, 'z': -1131.048218}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1223.449097, 'y': 239.807251, 'z': -1135.090942}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1241.251953, 'y': 260.08313, 'z': -1114.223389}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1301.80127, 'y': 206.300842, 'z': -1107.131714}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1271.138672, 'y': 237.485779, 'z': -1095.112549}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1213.197754, 'y': 281.232544, 'z': -1056.224854}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1207.366943, 'y': 281.524048, 'z': -1071.71167}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1212.767212, 'y': 271.140533, 'z': -1109.242065}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1277.095215, 'y': 267.506836, 'z': -969.137451}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1239.386963, 'y': 224.665298, 'z': -1092.176514}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 853.014038, 'y': 221.415359, 'z': -1346.425659}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1273.856445, 'y': 258.736267, 'z': -1072.193359}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 686.028198, 'y': 262.420929, 'z': -820.131409}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1284.4646, 'y': 206.53923, 'z': -1110.512329}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1268.29834, 'y': 267.581879, 'z': -982.550781}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1210.538818, 'y': 281.1698, 'z': -1055.031616}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1280.999268, 'y': 234.337799, 'z': -1088.819092}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 845.742615, 'y': 221.434402, 'z': -1337.503174}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1212.297607, 'y': 271.268951, 'z': -1112.316528}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1187.299561, 'y': 291.900787, 'z': -1066.942871}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1275.945801, 'y': 267.529633, 'z': -965.248047}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1275.450439, 'y': 267.713623, 'z': -1074.262817}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1232.433716, 'y': 221.125488, 'z': -1127.299194}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 840.182251, 'y': 221.421066, 'z': -1331.770264}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 851.74469, 'y': 221.429977, 'z': -1336.027222}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 843.972107, 'y': 221.430542, 'z': -1331.172607}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 840.48877, 'y': 221.37764, 'z': -1346.146729}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1205.770386, 'y': 290.914764, 'z': -1073.817261}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1238.267334, 'y': 215.306274, 'z': -1123.72876}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1278.286865, 'y': 267.587646, 'z': -979.88855}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1298.661499, 'y': 205.887146, 'z': -1101.651123}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1210.201416, 'y': 239.817947, 'z': -1137.602539}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1218.156738, 'y': 281.643982, 'z': -1065.826294}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1186.153076, 'y': 272.415894, 'z': -1168.955811}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1159.413696, 'y': 307.941162, 'z': -1077.582397}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 696.415039, 'y': 262.424377, 'z': -810.36322}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1276.735474, 'y': 207.234756, 'z': -1109.743164}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1240.235107, 'y': 272.048523, 'z': -1047.93811}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 694.048096, 'y': 262.472321, 'z': -794.436401}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 848.962646, 'y': 221.395676, 'z': -1346.17749}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1244.351318, 'y': 215.246765, 'z': -1119.436035}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1236.115967, 'y': 272.272003, 'z': -1050.620361}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1211.754517, 'y': 271.295837, 'z': -1112.941895}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1268.792358, 'y': 258.3508, 'z': -1073.497559}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1220.721436, 'y': 281.638916, 'z': -1061.640015}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1268.105835, 'y': 267.555237, 'z': -967.860657}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1240.404663, 'y': 224.698746, 'z': -1095.614014}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 693.884155, 'y': 262.442932, 'z': -803.176453}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 858.107178, 'y': 221.419144, 'z': -1341.307495}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1160.282837, 'y': 307.63678, 'z': -1078.643799}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1185.572144, 'y': 272.406555, 'z': -1167.743042}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1270.500488, 'y': 208.275223, 'z': -1111.400635}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1271.301758, 'y': 267.573669, 'z': -974.318054}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 681.366211, 'y': 262.416473, 'z': -817.638672}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1290.628418, 'y': 206.497894, 'z': -1114.176392}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1203.002197, 'y': 282.080048, 'z': -1062.524292}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 682.426025, 'y': 262.39212, 'z': -811.803894}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1245.625244, 'y': 215.267761, 'z': -1096.02356}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1262.192505, 'y': 241.16861, 'z': -1077.986084}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1216.822144, 'y': 270.396423, 'z': -1100.758911}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1225.646851, 'y': 281.136383, 'z': -1066.90918}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1206.135376, 'y': 281.718628, 'z': -1070.20459}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1281.641846, 'y': 206.964935, 'z': -1110.748657}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1295.424683, 'y': 229.239975, 'z': -1085.770142}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1188.615112, 'y': 277.093262, 'z': -1164.330933}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1270.591675, 'y': 267.63208, 'z': -984.061951}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 836.696411, 'y': 221.384247, 'z': -1347.449463}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 861.157959, 'y': 221.414841, 'z': -1342.937744}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 690.205933, 'y': 262.410278, 'z': -814.004272}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1209.515137, 'y': 281.586243, 'z': -1070.017334}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1261.92041, 'y': 267.585724, 'z': -973.083252}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1236.697388, 'y': 224.587662, 'z': -1092.357422}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1209.898926, 'y': 239.837463, 'z': -1134.913818}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 689.100891, 'y': 262.421082, 'z': -820.319153}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 697.337097, 'y': 262.50769, 'z': -799.248169}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1261.307617, 'y': 249.417664, 'z': -1092.721313}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1217.291016, 'y': 281.367676, 'z': -1057.659668}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 686.567627, 'y': 262.389893, 'z': -805.413574}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1231.203003, 'y': 267.674469, 'z': -1075.994873}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 689.455688, 'y': 262.434937, 'z': -799.289124}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1211.582764, 'y': 271.017151, 'z': -1101.195557}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1217.535156, 'y': 239.378204, 'z': -1137.806641}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1200.803589, 'y': 292.131958, 'z': -1077.036133}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1242.406738, 'y': 271.821503, 'z': -1048.749268}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 846.35907, 'y': 221.392761, 'z': -1342.534668}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1291.076782, 'y': 205.594299, 'z': -1100.763306}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 842.914795, 'y': 221.425446, 'z': -1331.473877}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 684.202515, 'y': 262.43811, 'z': -823.983276}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1225.233887, 'y': 281.180664, 'z': -1066.927734}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1247.092041, 'y': 266.099426, 'z': -1074.457275}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1216.547241, 'y': 270.414124, 'z': -1102.487305}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 689.091553, 'y': 262.400513, 'z': -812.580261}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1299.957153, 'y': 206.400528, 'z': -1113.959839}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1207.915527, 'y': 215.715286, 'z': -1131.779053}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 852.807312, 'y': 221.419815, 'z': -1342.834961}, 'level_range': {'x': 20.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1236.952148, 'y': 260.550385, 'z': -1115.400635}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1202.659302, 'y': 291.660034, 'z': -1075.612305}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1245.107788, 'y': 215.021057, 'z': -1089.427368}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 689.633545, 'y': 262.441315, 'z': -797.697144}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1235.676514, 'y': 267.845093, 'z': -1069.407959}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1217.79895, 'y': 281.469452, 'z': -1069.463745}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1249.44043, 'y': 215.287262, 'z': -1099.834961}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1298.501221, 'y': 205.85849, 'z': -1105.836792}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1269.280518, 'y': 247.787796, 'z': -1079.829346}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1236.955688, 'y': 219.291946, 'z': -1111.465088}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1297.001465, 'y': 205.73877, 'z': -1103.449585}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 689.828308, 'y': 262.417877, 'z': -815.204041}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1259.361328, 'y': 215.960938, 'z': -1101.289795}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1246.810913, 'y': 254.1698, 'z': -1081.498535}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1301.32251, 'y': 229.194885, 'z': -1084.915039}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1223.206299, 'y': 214.580551, 'z': -1128.680908}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1291.765869, 'y': 205.783585, 'z': -1105.129883}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1268.736084, 'y': 267.583038, 'z': -973.867676}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1231.081299, 'y': 214.466644, 'z': -1130.065918}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1227.96875, 'y': 220.626251, 'z': -1129.063354}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1264.283447, 'y': 267.580994, 'z': -971.413513}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1269.440674, 'y': 237.763794, 'z': -1093.879761}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1221.952881, 'y': 281.597351, 'z': -1062.885498}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1272.832764, 'y': 267.786407, 'z': -1076.226563}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1257.883789, 'y': 250.524963, 'z': -1085.379883}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1270.244385, 'y': 258.160156, 'z': -1074.516724}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1305.967651, 'y': 229.007355, 'z': -1086.702026}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1265.837402, 'y': 216.343414, 'z': -1104.326538}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1206.08252, 'y': 290.424683, 'z': -1086.417236}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1184.37915, 'y': 292.166992, 'z': -1067.897461}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1272.913818, 'y': 207.779083, 'z': -1110.561035}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1245.362305, 'y': 241.328491, 'z': -1085.125244}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1240.281494, 'y': 215.081009, 'z': -1127.531006}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1205.793823, 'y': 239.657135, 'z': -1135.709473}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 693.597168, 'y': 262.428802, 'z': -815.131226}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1269.804321, 'y': 268.242859, 'z': -1069.363281}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1240.327515, 'y': 215.158951, 'z': -1122.657104}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1215.181885, 'y': 215.246292, 'z': -1132.158569}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1224.730469, 'y': 214.935455, 'z': -1121.079468}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave_water', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 685.418335, 'y': 262.38855, 'z': -801.693726}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1254.676147, 'y': 269.615997, 'z': -1117.619141}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1232.789551, 'y': 221.095184, 'z': -1127.28833}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1255.28125, 'y': 263.019897, 'z': -1066.555176}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1240.206055, 'y': 241.97728, 'z': -1108.19458}, 'level_range': {'x': 27.0, 'y': 34.0}, 'biome': 'cave', 'substance': 'iwa', 'area_no': 5}
